body_bytes,json_depth,total_keys,total_nodes,dict_count,list_count,string_count,number_count,bool_count,null_count,max_string_len,avg_string_len,max_list_len,avg_list_len,max_run_length_any_string,avg_run_length_strings,max_special_ratio,avg_special_ratio,max_space_ratio,avg_space_ratio,max_case_flip_ratio,avg_case_flip_ratio,min_unique_char_ratio,avg_unique_char_ratio,max_list_repeat_ratio,avg_list_repeat_ratio,repeated_list_count,large_list_count,long_item_list_count,has_key_field,key_len,key_run_length,key_special_ratio,key_unique_char_ratio,docStatusList_len,docStatusList_repeat_ratio,categoryIdList_len,categoryIdList_repeat_ratio,endpoint,source_file,tag
136.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.0,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.17937062937062936,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_18.json,normal
137.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.0,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.17937062937062936,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_19.json,normal
133.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.25,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.5,0.2543706293706294,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_2.json,normal
140.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.75,2.0,2.0,2.0,1.25,0.0,0.0,0.1111111111111111,0.027777777777777776,0.42857142857142855,0.23651348651348653,0.75,0.8640873015873016,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_20.json,normal
136.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.75,2.0,2.0,2.0,1.25,0.0,0.0,0.2,0.05,1.0,0.3793706293706294,0.75,0.8696428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_21.json,normal
138.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.25,2.0,2.0,2.0,1.25,0.0,0.0,0.14285714285714285,0.03571428571428571,0.6,0.2793706293706294,0.75,0.8839285714285714,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_22.json,normal
139.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.5,2.0,2.0,2.0,1.25,0.0,0.0,0.125,0.03125,0.5,0.2543706293706294,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_23.json,normal
136.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.0,2.0,2.0,2.0,1.25,0.0,0.0,0.16666666666666666,0.041666666666666664,0.75,0.3168706293706294,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_24.json,normal
137.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.25,2.0,2.0,2.0,1.25,0.0,0.0,0.14285714285714285,0.03571428571428571,0.6,0.2793706293706294,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_25.json,normal
136.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.0,2.0,2.0,2.0,1.25,0.0,0.0,0.16666666666666666,0.041666666666666664,0.75,0.3168706293706294,0.75,0.8779761904761905,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_26.json,normal
139.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.75,2.0,2.0,2.0,1.25,0.0,0.0,0.1111111111111111,0.027777777777777776,0.42857142857142855,0.23651348651348653,0.75,0.8918650793650793,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_27.json,normal
137.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.25,2.0,2.0,2.0,1.25,0.0,0.0,0.14285714285714285,0.03571428571428571,0.6,0.2793706293706294,0.75,0.8839285714285714,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_28.json,normal
137.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.0,2.0,2.0,2.0,1.25,0.0,0.0,0.16666666666666666,0.041666666666666664,0.75,0.3168706293706294,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_29.json,normal
135.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.75,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.19187062937062938,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_3.json,normal
140.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,11.0,2.0,2.0,2.0,1.5,0.0,0.0,0.1,0.025,0.36363636363636365,0.19187062937062938,0.75,0.8946428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_30.json,normal
140.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,11.0,2.0,2.0,2.0,1.5,0.0,0.0,0.1,0.025,0.36363636363636365,0.19187062937062938,0.75,0.8946428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_31.json,normal
140.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,11.0,2.0,2.0,2.0,1.5,0.0,0.0,0.1,0.025,0.36363636363636365,0.19187062937062938,0.75,0.8946428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_32.json,normal
140.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,11.0,2.0,2.0,2.0,1.5,0.0,0.0,0.1,0.025,0.36363636363636365,0.19187062937062938,0.75,0.8946428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_33.json,normal
137.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.25,2.0,2.0,2.0,1.25,0.0,0.0,0.14285714285714285,0.03571428571428571,0.36363636363636365,0.17937062937062936,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_34.json,normal
139.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.75,2.0,2.0,2.0,1.25,0.0,0.0,0.1111111111111111,0.027777777777777776,0.42857142857142855,0.23651348651348653,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_35.json,normal
139.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.75,2.0,2.0,2.0,1.25,0.0,0.0,0.1111111111111111,0.027777777777777776,0.42857142857142855,0.23651348651348653,0.75,0.8640873015873016,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_36.json,normal
141.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,11.25,2.0,2.0,2.0,1.25,0.0,0.0,0.09090909090909091,0.022727272727272728,0.36363636363636365,0.2127039627039627,0.75,0.8969155844155844,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_37.json,normal
143.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,11.5,2.0,2.0,2.0,1.25,0.0,0.0,0.08333333333333333,0.020833333333333332,0.36363636363636365,0.2043706293706294,0.75,0.8571428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_38.json,normal
144.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,11.75,2.0,2.0,2.0,1.25,0.0,0.0,0.07692307692307693,0.019230769230769232,0.36363636363636365,0.19755244755244755,0.75,0.8619505494505495,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_39.json,normal
135.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.75,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.19187062937062938,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_4.json,normal
144.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,11.75,2.0,2.0,2.0,1.25,0.0,0.0,0.07692307692307693,0.019230769230769232,0.36363636363636365,0.19755244755244755,0.75,0.8811813186813187,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_40.json,normal
146.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,15.0,12.25,2.0,2.0,2.0,1.5,0.0,0.0,0.06666666666666667,0.016666666666666666,0.36363636363636365,0.18706293706293708,0.6666666666666666,0.8363095238095238,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_41.json,normal
145.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,12.0,2.0,2.0,2.0,1.25,0.0,0.0,0.07142857142857142,0.017857142857142856,0.36363636363636365,0.19187062937062938,0.7142857142857143,0.8482142857142857,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_42.json,normal
141.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,11.0,2.0,2.0,2.0,1.25,0.0,0.0,0.1,0.025,0.375,0.22312062937062938,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_43.json,normal
139.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.75,2.0,2.0,2.0,1.25,0.0,0.0,0.1111111111111111,0.027777777777777776,0.42857142857142855,0.23651348651348653,0.75,0.8918650793650793,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_44.json,normal
140.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,11.0,2.0,2.0,2.0,1.5,0.0,0.0,0.1,0.025,0.375,0.22312062937062938,0.75,0.8696428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_45.json,normal
140.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,11.0,2.0,2.0,2.0,1.25,0.0,0.0,0.1,0.025,0.375,0.22312062937062938,0.75,0.8946428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_46.json,normal
140.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,11.0,2.0,2.0,2.0,1.25,0.0,0.0,0.1,0.025,0.375,0.22312062937062938,0.75,0.8946428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_47.json,normal
142.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.5,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.12937062937062938,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_48.json,normal
142.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.5,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.12937062937062938,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_49.json,normal
133.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.25,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.5,0.2543706293706294,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_5.json,normal
135.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.75,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.19187062937062938,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_6.json,normal
135.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.75,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.19187062937062938,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_7.json,normal
135.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.75,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.19187062937062938,0.75,0.8696428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_8.json,normal
135.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.5,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.2127039627039627,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_ok_9.json,normal
130.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,8.5,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.12937062937062938,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_border_0.json,border
131.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,8.75,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.12937062937062938,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_border_1.json,border
131.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,8.75,2.0,2.0,2.0,1.25,0.0,0.0,1.0,0.25,0.36363636363636365,0.12937062937062938,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_border_2.json,border
136.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,9.0,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.12937062937062938,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_border_3.json,border
138.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.5,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.42857142857142855,0.23651348651348653,0.75,0.8883928571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_border_4.json,border
140.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.75,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.42857142857142855,0.23651348651348653,0.75,0.8918650793650793,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_border_5.json,border
140.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.75,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.42857142857142855,0.23651348651348653,0.75,0.8918650793650793,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_border_6.json,border
143.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,11.5,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.42857142857142855,0.23651348651348653,0.75,0.8779761904761905,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_border_7.json,border
164.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,34.0,17.0,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.36363636363636365,0.20972777222777222,0.6470588235294118,0.8314075630252101,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_border_8.json,border
143.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,11.5,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.19755244755244755,0.75,0.8988095238095238,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_border_9.json,border
2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_0.json,abnormal
28.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_1.json,abnormal
550.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,420.0,113.5,2.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.39849624060150374,0.22899468952100532,0.03571428571428571,0.6785714285714286,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_10.json,abnormal
143.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,11.25,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.2043706293706294,0.75,0.8969155844155844,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_11.json,abnormal
143.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,11.5,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.19755244755244755,0.75,0.8779761904761905,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_12.json,abnormal
141.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,10.5,2.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.42857142857142855,0.23651348651348653,0.75,0.9196428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_13.json,abnormal
154.0,5.0,7.0,10.0,4.0,1.0,5.0,0.0,0.0,0.0,14.0,9.0,2.0,2.0,2.0,1.2,0.0,0.0,0.125,0.025,0.5,0.2034965034965035,0.75,0.9107142857142858,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_14.json,abnormal
143.0,5.0,6.0,11.0,3.0,2.0,5.0,1.0,0.0,0.0,14.0,8.2,2.0,2.0,2.0,1.2,0.0,0.0,0.0,0.0,0.36363636363636365,0.1034965034965035,0.75,0.9357142857142857,1.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_15.json,abnormal
130.0,4.0,6.0,9.0,3.0,1.0,4.0,1.0,0.0,0.0,14.0,8.5,2.0,2.0,1.0,0.75,0.0,0.0,0.125,0.03125,0.5,0.2543706293706294,0.875,0.9508928571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_16.json,abnormal
126.0,4.0,6.0,9.0,3.0,1.0,3.0,1.0,0.0,1.0,12.0,9.333333333333334,2.0,2.0,2.0,1.3333333333333333,0.0,0.0,0.125,0.041666666666666664,0.5,0.2878787878787879,0.75,0.875,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_17.json,abnormal
141.0,4.0,6.0,9.0,3.0,1.0,4.0,0.0,0.0,1.0,14.0,10.5,2.0,2.0,2.0,1.25,0.0,0.0,0.125,0.03125,0.5,0.2543706293706294,0.75,0.8883928571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_18.json,abnormal
77.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,18.0,16.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.6666666666666666,0.7976190476190477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process_start,seed_bad_19.json,abnormal
